Signed electronically by : DR. Jermaine X Reynolds on : Andrea 2016-06-30 3:46 PM	None
( End of Report )	None
during er evaluation pt was noted to have some degree of dyspnea as well as problem1 , including problem2 and brief unresponsive period after one dose of iv benadry and steroids prior to ct scan .	PIP
during er evaluation pt was noted to have some degree of dyspnea as well as problem1 , including loss of short term memory and problem2 after one dose of iv benadry and steroids prior to ct scan .	PIP
In ER c/o dyspnea and was noted to have mental status changes .	None
Major Surgical or Invasive Procedure : none this admission	None
AVR ( tissue ) 05-14	None
Postop course c/b right upper extremity DVT and postop Afib .	None
Discharged home 05-19 with instructions to f/u in vascular clinic .	None
At that time had UE duplex which revealed RUE DVT involving IJ , Axillary , subclav , brachial , and basilic veins .	None
Social History : lives with partner	None
Ext : + distal pulses , no edema	None
CV:RRR S1-S2 , no MRG	None
Abdm : soft , NT/ND/NABS	None
BLOOD WBC - 12.9 * RBC - 3.37 * Hgb - 10.4 * Hct - 29.4 * MCV - 87 MCH - 30.8 MCHC - 35.3 * RDW - 13.3 Plt Ct - 345	None
BLOOD HEPARIN DEPENDENT ANTIBODIES - positive	None
Over the next several days the patient was maintained on Argatrobanwhile coumadin therapy was initiated .	None
1. crohn 's disease , dx 1974 s/p treatment and eventual ileostomy , resulting in problem	TrCP
pt initially with mild ari , this was thought to be due to problem , after treatment her renal function improved to her baseline .	TrAP
as the cxr was without any evidence of pna , or ptx , the pt subsequently received test to evaluate for problem which revealed multifocal bilateral pna but no problem .	TeCP
6. problem s/p treatment in 80 's	TrAP
these findings are consistent with problem2 with problem1	PIP
5. problem s/p " pin placement " in left foot 05-01	TrAP
given her hx of treatment secondary to problem and resultant short gut syndrome , the pt requires nutritional support via tpn .	TrAP
9. port-a-cath placement for treatment in setting of problem , complicated by clotting x 4 , requiring replacement	TrAP
problem improved on treatment over the next few days and she was weaned off treatment on 2013-01-01 .	TrIP
absomen soft , problem to test , but no guarding or rebound	TeRP
54 yo f with problem s/p treatment and subsequent short gut syndrome with port-a-cath placement for tpn who presents with progressive right sided chest pain that comes in waves .	TrAP
given her hx of ileostomy secondary to crohn 's disease and resultant problem , the pt requires nutritional support via treatment .	TrAP
54 yo F with Crohn 's s/p ileostomy and subsequent short gut syndrome with port-a-cath placement for TPN who presents with progressive right sided chest pain that comes in waves .	None
It is associated with SOB as well as fevers , chills .	None
She was also given morphine 2 mg x3 , 4 mg IV x2 , dolasetron 12.5 mg x2 and ativan 1 mg IV x1 .	None
Gen : middle aged obese female lying in bed on her left side asleep , speaking slowly .	None
Abd : obese , multiple surgical scars .	None
absomen soft , tender to palpation over RUQ , but no guarding or rebound	None
CK ( CPK )- 31	None
This is consistent with the remainder of the pt 's history including fever , chills , sob and an elevated WBC count .	None
The pt was given ceftriaxone / azithromycin / vancomycin in Deanna .	None
no treatment , lotions , powders , or ointments to problem	TrNAP
no creams , treatment , powders , or ointments to problem	TrNAP
no creams , lotions , powders , or treatment to problem	TrNAP
test revealed problem .	TeRP
test 10-30 : problem has partially cleared .	TeRP
monitor problem1 for problem2 - redness , drainage , or increased pain	PIP
Patient recorded as having No Known Allergies to Drugs	None
Coronary Artery Bypass Graft x3 ( Left internal mammary -> left anterior descending , saphaneous vein graft -> obtuse marginal , saphaneous vein graft -> posterior descending artery ) 2018-10-25	None
Cath revealed severe 3 vessel disease .	None
Then referred for surgical intervention .	None
Father with MI in 50 's and underwent CABG .	None
VS : 65 20 160/100 5 ' 7 " 180 #	None
Echo 10-25 : PRE-BYPASS : Left ventricular wall thicknesses are normal .	None
There is no aortic valve stenosis .	None
2018-10-31 06:25 AM BLOOD WBC - 13.6 * RBC - 2.72 * Hgb - 8.6 * Hct - 24.6 * MCV - 91 MCH - 31.7 MCHC - 35.0 RDW - 14.0 Plt Ct - 314	None
2018-10-25 11:15 AM BLOOD PT - 13.3 * PTT - 30.0 INR(PT) - 1.2 *	None
2018-10-25 12:36 PM BLOOD UreaN - 17 Creat - 0.7 Cl - 111 * HCO3 - 23	None
2018-10-31 06:25 AM BLOOD Glucose - 91 UreaN - 19 Creat - 0.8 Na - 134 K - 4.0 Cl - 98 HCO3 - 26 AnGap - 14	None
Please see operative report for surgical details .	None
He did have burst of atrial fibrillation and was started on a Amiodarone gtt .	None
the patient had problem on test .	TeRP
she presented with three days of general malaise , nausea , vomiting , shortness of breath , problem1 productive of problem2 .	PIP
there was some question regarding restarting of treatment given problem as well as the presence of her basilar artery stenosis .	TrNAP
for problem , continued on treatment 10 mg daily .	TrAP
this is an 83 year old woman with a history of hypertension who presents with problem1 when problem2 .	PIP
the patient also had test in the emergency department before coming to the unit which reported no recent bleed and no problem from a prior ct scan done on 2011-03-04 .	TeRP
on test she was a well developed , well nourished female in no problem .	TeRP
Abdomen is soft and obese , nontender .	None
For her paraplegia and associated muscle spasticity she was continued on her Zanaflex .	None
She was also evaluated by Physical Therapy and Speech and Swallow because of some report of dysphagia .	None
9. Trazodone 25 mg q. h.s. p.r.n.	None
11. Zanaflex 2 mg twice a day .	None
1. She was instructed to have blood drawn by the Visiting Nurses Association the day after discharge and then a few days after discharge the same week to have INR .	None
this is a 47 - year-old male with a past medical history of type 2 diabetes , high cholesterol , hypertension , and coronary artery disease , status post percutaneous transluminal coronary angioplasty times two , who presented with problem refractory to treatment and tnk , now status post angio-jet percutaneous transluminal coronary angioplasty and stent of proximal left anterior descending artery and percutaneous transluminal coronary angioplasty of first diagonal with intra-aortic balloon pump placement .	TrWP
in the emergency department he received aspirin , nitroglycerin drip , heparin drip , dilaudid , and treatment with decreased in problem but without resolution of symptoms .	TrIP
the patient is a 47 - year-old male with a past medical history of problem , status post 2-vessel percutaneous transluminal coronary angioplasty in 2005 , treatment in 2009 , hypertension , new onset type 2 diabetes , and hypercholesterolemia who presents with the sudden onset of substernal chest pain status post exercise .	TrAP
1. problem ; the patient is treatment times three in 2009 at clinton hospital ; the patient is treatment times two in 2005 at waltham/weston hospital .	TrAP
in the emergency department he received aspirin , treatment , heparin drip , dilaudid , and tnk with decreased in problem but without resolution of symptoms .	TrIP
this is a 47 - year-old male with a past medical history of type 2 diabetes , high cholesterol , hypertension , and coronary artery disease , status post percutaneous transluminal coronary angioplasty times two , who presented with problem refractory to medical treatment and tnk , now status post angio-jet percutaneous transluminal coronary angioplasty and treatment and percutaneous transluminal coronary angioplasty of first diagonal with intra-aortic balloon pump placement .	TrAP
test showed an ejection fraction of 30% , moderate systolic dysfunction , problem , mid anterior akinesis , basal anteroseptal hypokinesis , mid anteroseptal akinesis .	TeRP
problem included treatment and iodine .	TrCP
Of note , he had a negative stress test in 2012-07-03 .	None
No tobacco at this time ; he quit 20 years ago .	None
The patient is married .	None
Temperature maximum 98.7 , temperature current 98.3 , pulse ranged from 82 to 92 , blood pressure 104 to 124/67 to 74 with a mean of 86 to 99 , respiratory rate of 11 to 16 , oxygen saturation 94% to 98% on 2 liters .	None
Intra-aortic balloon pump augmented systole was 109 , augmented diastole was 111 .	None
Cardiovascular revealed jugular venous distention not appreciated .	None
Abdomen had decreased bowel sounds , soft , nontender , and nondistended .	None
Cranial nerves II through XII were intact .	None
Arterial blood gas at 11 a.m. was 7.33/46/115 .	None
Anterior apex akinesis , inferior apex akinesis , and apex akinesis .	None
The was trace mitral regurgitation and trace tricuspid regurgitation .	None
9. oxycodone - treatment 5-325 mg tablet sig : 1-2 tablets po q4-6h ( every 4 to 6 hours ) as needed for problem .	TrAP
a swan was placed for a more accurate picture of his volume status and he was problem by test with an elevated pad and elevated cvp without an obtainable wedge pressure .	TeRP
test showed problem in a paced rhythm .	TeRP
for problem , they recommended gentle cleansing with normal saline or treatment , thin layer of duoderm gel , air dry , allevyn foam adhesive over the site , and change every 2 days or prn .	TrAP
for problem , they recommended gentle cleansing with normal saline or commercial wound cleaner , thin layer of treatment , air dry , allevyn foam adhesive over the site , and change every 2 days or prn .	TrAP
test showed improvement of problem and on discharge he had been breathing well on room air without complications	TeRP
problem1 with bilateral effusions ( r > l ) , with possible problem2 and to a lesser degree the rml and lll .	PIP
this acutely worsened on 2017-09-18 , when the patient was found to have mental status changes and an abg revealed a co2 of over 100 , likley due to a depressed respiratory drive secondary to treatment given for problem on top of a preexisting alkalosis .	TrAP
this acutely worsened on 2017-09-18 , when the patient was found to have mental status changes and an abg revealed a co2 of over 100 , likley due to problem1 secondary to sedatives given for agitation on top of problem2 .	PIP
neurology was also consulted and test showed problem but no acute causes for a change in mental status .	TeRP
the patient has a history of baseline dementia which was confounded by problem2 in the face of problem1 .	PIP
70 y/o male with h/o CAD s/p LAD PTCA 33 yrs ago , COPD , T2DM , and AICD pocket infection who presented to the Juan on 2017-09-03 with worsening SOB x 5 days and feeling " cloudy ."	None
He was given Percocet for back pain , Lasix 80 mg IV , and Combivent neb .	None
He was quickly weaned to 3L O2 via NC , O2 sats 100% .	None
Prior to that smoked 2 packs a day .	None
No other known family hx .	None
2017-09-03 PLT COUNT - 124 *	None
Right-sided PICC line with its tip in the distal SVC .	None
1. problem treatment and chemotherapy in french guiana , s/p right pneumonectomy in 2016-09-21 for recurrence .	TrAP
1. problem s/p xrt and treatment in french guiana , s/p right pneumonectomy in 2016-09-21 for recurrence .	TrAP
development of small loculated pleural fluid collection along the periphery of the left major fissure or problem , consistent with test .	TeRP
problem1 indicates problem2 .	PIP
at osh , test grew pseudomonas and problem , and he was restarted on zosyn ( 08-08 ) and vancomycin ( 08-09 ).	TeRP
test demonstrated problem , likely cardioembolic .	TeRP
10. recent mrsa pneumonia and problem 2017-07-21 , treated with treatment	TrAP
2017-08-15 test - preliminary { problem }	TeRP
13. treatment 2017-07-21 02-22 problem	TrAP
Transfer from Athol Memorial Hospital for acute on chronic respiratory distress .	None
At OSH , sputum cultures grew Pseudomonas and MRSA , and he was restarted on Zosyn ( 08-08 ) and Vancomycin ( 08-09 ).	None
Suctioned X 1 , mucus not cleared .	None
In John , BP 80/60 , HR 80 .	None
Stool sent for C.diff and given Flagyl 500 mg PO X 1 dose .	None
1. Non-small cell lung cancer s/p XRT and chemotherapy in French Guiana , s/p right pneumonectomy in 2016-09-21 for recurrence .	None
2. SSS status post PM/ICD placement	None
5. CAD , with known TO RCA .	None
14. Status post partial colectomy 1972	None
Son is next of kin .	None
Ronchorous breath sounds left chest .	None
Good pedal pulses peripherally .	None
Withdraws to painful stimulus .	None
Moves all 4 extremities .	None
WBC - 4.9 RBC - 2.92 * HGB - 8.8 * HCT - 26.2 * MCV - 90 MCH - 30.1 MCHC - 33.5 RDW - 18.5 * NEUTS - 86.5 * LYMPHS - 7.5 * MONOS - 4.7 EOS - 1.2 BASOS - 0.1 PLT COUNT - 145 * GLUCOSE - 91 UREA N - 21 * CREAT - 0.6 SODIUM - 143 POTASSIUM - 4.2 CHLORIDE - 106 TOTAL CO2 - 32 ANION GAP - 9 LACTATE - 1.4 K+ - 3.9	None
Afib , occasional V-paced , rate 83 bpm .	None
Long QT interval ( QTc 462 ms ).	None
6. problem on treatment - pt has problem secondary to her dm and is on treatment .	TrAP
5. problem - patient was initially covered with treatment while septic and then transitioned back to insulin sliding scale .	TrAP
she was also started on treatment for problem , to be treated with treatment for total 7 days .	TrAP
pt was due for treatment but missed it secondary to problem .	TrNAP
6. problem1 on hd - pt has problem1 secondary to problem2 and is on hd .	PIP
6. problem on treatment - pt has problem secondary to her dm and is on treatment .	TrAP
she was found to be problem to 101.9 and received levoflox and treatment .	TrAP
pt was recently admitted to the hospital for orthopedics from 12-07 thorugh 12-14 with problem1 thought to be secondary to problem2 at hd.	PIP
test without problem .	TeRP
although there was never problem isolated from test you had some bacteria in the urine which you are being treated for .	TeRP
Then , this morning she developed fatigue and did not eat well .	None
She was found to be febrile to 101.9 and received levoflox and vancomycin .	None
Post-intubation , the pt 's BP acutely dropped to 58/19 in the setting of propofol .	None
Per pt 's son , she is bedbound at baseline due to her multiple LE femur fractures .	None
Pt was due for HD but missed it secondary to her illness .	None
GLUCOSE - 210 * UREA N - 29 * CREAT - 3.2 * SODIUM - 139 POTASSIUM - 3.9 CHLORIDE - 112 * TOTAL CO2 - 17 * ANION GAP - 14	None
WBC - 9.0 RBC - 2.93 * HGB - 9.0 * HCT - 29.7 * MCV - 101 * MCH - 30.8 MCHC - 30.4 * RDW - 24.1 *	None
MICRO : sputum 12-27 : grm stn and cx negative	None
6. problem - the patient has a history of problem , ever since treatment for his prostate cancer .	TrCP
in addition the patient was started on treatment since his heart rate had remained problem in the low 100s .	TrAP
it was felt that this potentially had lead to his atrial flutter and problem2 with problem1 .	PIP
test did not reveal any evidence of problem or of any obstructing pancreatic mass .	TeRP
test did not reveal any evidence of biliary dilatation or of problem .	TeRP
again seen was problem1 with problem2 suggesting chronic hepatic vascular congestion .	PIP
1. hypotension - the patient was initially problem with test in the 80s .	TeRP
test showed moderate dilated left atrium , no atrioseptal defect , severe global left ventricular hypokinesis with problem and moderately dilated right ventricle .	TeRP
test showed moderate dilated left atrium , no atrioseptal defect , severe global left ventricular hypokinesis with severe left ventricular systolic function and problem .	TeRP
test showed atrial fibrillation with problem and atrial flutter .	TeRP
electrocardiogram showed problem1 with problem2 and atrial flutter .	PIP
4. test - the patient had an isolated , elevated alkaline phosphatase with problem in his gamma glutamyl transferase .	TeRP
test did not reveal any cholelithiasis or problem , however , an irregular hepatic contour was seen which is suggestive of underlying chronic liver disease .	TeRP
test did not reveal any cholelithiasis or cholecystitis , however , problem was seen which is suggestive of underlying chronic liver disease .	TeRP
ace inhibitors , possible problem to treatment reported by the patient during a treatment swallow 25 years ago .	TrCP
however , subsequent it was determined that problem1 may have been related to his rapid ventricular response and problem2 .	PIP
in addition the patient was started on verapamil since test had remained problem in the low 100s .	TeRP
He is a retired fire fighter .	None
Serial cardiac enzymes negative .	None
Therefore the focus of treatment was changed to controlling his rate .	None
The remainder of the hospital course will be dictated by the covering intern .	None
Dictated By : Marjorie I. Taylor , M.D.	None
During the last four hospital days , the continued to do relatively well .	None
Her renal function significantly improved , and her discharge creatinine was 3.1 .	None
1. Coronary artery disease .	None
2. Congestive heart failure .	None
1. Amiodarone 200 mg p.o. q day .	None
2. Warfarin 3 mg p.o. q h.s.	None
14. Regular insulin sliding scale .	None
she eventually underwent test to assess coronary disease which revealed problem .	TeRP
no creams , treatment or ointments to problem .	TrNAP
problem1 of the origin of the right vertebral artery may be problem2 in nature .	PIP
Coronary Artery Disease , Hypertension , Hyperlipidemia , Diabetes Mellitus , Hypothyroid , h/o Bilateral DVT 's ( on chronic coumadin therapy ), Pleural disorder ? Sarcoidosis , Gastritis , B12 deficiency , Chronic renal insufficiency , s/p Appendectomy , s/p Lap cholectomy , s/p Total abdominal hysterectomy	None
Denies tobacco or ETOH use .	None
The mediastinum appears unchanged .	None
2015-11-12 06:00 AM BLOOD WBC - 7.7 RBC - 2.73 * Hgb - 8.3 * Hct - 25.1 * MCV - 92 MCH - 30.4 MCHC - 33.1 RDW - 15.5 Plt Ct - 528 *	None
2015-11-12 06:00 AM BLOOD Glucose - 85 UreaN - 19 Creat - 1.6 * Na - 140 K - 4.4 Cl - 105 HCO3 - 24 AnGap - 15	None
She tolerated the procedure well and was transferred to the CSRU for invasive monitoring in stable condition .	None
he was started on p.o. steroids and to cmed for management of copd exacerbation but he appeared in problem overnight and was started on treatment and more frequent nebulizers for copd .	TrAP
He was continued on p.o. prednisone and frequent nebulizers for COPD .	None
Dictated By : Margaret BT Mahaffey , M.D.	None
the patient is a 47 year old male , with problem1 secondary to problem2 diagnosed about 5 years prior to admission .	PIP
problem1 was also healing well by the time of discharge with no evidence of problem2 .	PIP
The patient 's serum creatinine on the day of discharge , on 2013-05-06 , was 1.9 , but was noted to increase to	None
The patient was admitted with concern for hepatorenal syndrome .	None
1. Miconazole nitrate powder tid prn for groin rash .	None
3. Lactulose 30 ml tid ( titrated to 4 to 5 bowel movements qd ) .	None
As previously mentioned , the patient 's creatinine at the time of admission was up to 3.6 from 1.9 at the time of his discharge 3 days prior .	None
Optimization of his fluid balance was managed by the medical service in consultation with hepatology and renal .	None
The patient 's INR on admission was 2.4 , with his PT level being 18.9 .	None
The patient 's nutrition was suboptimal , and the patient was started on tube feeding .	None
The patient underwent diagnostic and therapeutic paracentesis on 2013-05-16 , 2013-05-21 , and 2013-05-24 .	None
He was advanced to a regular house diet later on postop day 3 .	None
The patient 's appetite improved significantly , and at the time of discharge the patient was on a regular diet with no tube feed supplements deemed necessary .	None
The patient was ultimately deemed ready for discharge on postoperative day 8 .	None
HISTORY OF PRESENT ILLNESS :	None
She takes 14 units of NPH insulin twice a day supplementing with a sliding scale .	None
Her chest and cardiovascular examinations are unremarkable .	None
She underwent cadaveric pancreas transplantation without complication .	None
Signed electronically by : DR. Jacob Butler on : WED 2016-11-16 7:45 AM	None
patient was started on heparin drip and test were done which were negative for problem .	TeRP
probable problem1 , consistent with problem2	PIP
Attending : Louie A. Keith , M.D.	None
Major Surgical or Invasive Procedure :	None
Patient has a history of suicidal ideations and self mutilation .	None
Per OMR , h/o sporadic marijuana use .	None
She has completed up to the tenth grade of high school .	None
RR nl S1 S2 no m	None
WBC - 9.4 # RBC - 4.75 HGB - 14.7 HCT - 42.2 MCV - 89 MCH - 30.9 MCHC - 34.8 RDW - 13.6	None
Dermatology and plastic surgery were consulted who felt that symptoms were due to trauma ; it was not felt that patient had compartment syndrome .	None
Patient was splinted and UE were kept elevated .	None
Patient was gradually put back on her outpatient xanax dose of 1 mg qid and clozaril was restarted .	None
Patient was transferred to floor after spending 1 day in the ICU .	None
test was significant for progressive abdominal discomfort , problem , and weakness in the past nine weeks .	TeRP
test revealed no clubbing , cyanosis , or problem .	TeRP
he also complained of problem2 and " problem1 ."	PIP
test was done which disclosed possible problem as well as infiltrates consistent with aspiration pneumonia .	TeRP
the patient was bolused with treatment due to concern for problem .	TrAP
due to problem , an nasogastric tube was placed for treatment .	TrAP
HISTORY OF PRESENT ILLNESS :	None
1. Benign prostatic hypertrophy .	None
3. Gastrointestinal adenocarcinoma ( as noted in History of Present Illness ) .	None
Colace , Senna , Dulcolax , Tylenol , oxycodone as needed , Ambien , and Protonix .	None
Father had coronary artery disease .	None
The patient was employed as a salesman .	None
Cardiovascular examination revealed tachycardic first heart sound and second heart sound .	None
Extremity examination revealed no clubbing , cyanosis , or edema .	None
The patient was bolused with intravenous heparin due to concern for pulmonary embolism .	None
On 05-03 the patient underwent an abdominal ultrasound with paracentesis , and 5 liters of fluid were removed .	None
On 05-04 , the patient was transferred back to the O-CMED CSRU	None
he will need to follow up with hematology for an outpatient thrombophilia work-up ( not done as inpatient as results would not change treatment of problem ).	TrAP
given no evidence of problem , treatment was not required .	TrAP
he did have problem1 , felt to be related to problem2 in the setting of p-pulmonale related to clot burden .	PIP
Major Surgical or Invasive Procedure :	None
45M w/no PMH presented to Chelseahospital after a syncopal episode on the morning of admission .	None
Pt was preparing lunch when suddenly felt lightheaded / faint and immediately fell to the kitchen floor face first .	None
Mr. Anders states that 2 weeks prior to his presentation he hurt his left knee .	None
Pt denied any bleeding or clotting disorders and has never had a clot in the past .	None
- Lives w/ wife & son in Jose , MA	None
- Denies TOB use , occasional ETOH use	None
GEN : NAD , pleasant speaking in full sentences	None
No evidence of acute intracranial hemorrhage or fractures .	None
Left ventricular wall thicknesses are normal .	None
Left ventricular systolic function is hyperdynamic ( EF > 75% ) .	None
There is moderate pulmonary artery systolic hypertension .	None
There is no pericardial effusion .	None
2. Moderate knee joint effusion with possible ganglion cyst at the insertion of the PCL .	None
He has no known clotting disorder but did have trauma to leg prompting immobility and stasis .	None
test was remarkable for a questionable problem .	TeRP
the patient has a history of high mcv and problem on test in the setting of anemia ; question b12 deficiency , the patient also has a history of borderline low b12 levels .	TeRP
given the presence of problem on chest x-ray , however , and previous history of pneumonia , the patient was maintained on antibiotics of treatment 500 mg daily and ceftriaxone .	TrAP
given the presence of consolidation on chest x-ray , however , and previous history of problem , the patient was maintained on antibiotics of zithromax 500 mg daily and treatment .	TrAP
the patient has a history of high mcv and problem2 on smear in the setting of problem1 ; question b12 deficiency , the patient also has a history of borderline low b12 levels .	PIP
mucomyst was also considered as treatment towards problem .	TrAP
the patient was maintained on treatment for reflux disease and problem .	TrAP
problem status post negative test on 10-12 .	TeRP
after bipap was initiated , the patient became hypotensive down to 75/28 and problem , responding to treatment over the course of the night .	TrIP
after bipap was initiated , the patient became problem down to 75/28 and bradycardiac , responding to treatment over the course of the night .	TrIP
Chronic inflammatory demyelinating polyradiculopathy .	None
Question of Tyrone esophagus .	None
Anemia of chronic disease .	None
History of 20-to-30-pack-year smoking , quit approximately 15 years ago .	None
She denies any alcohol or drug use .	None
Married with children , wheelchair bound mostly .	None
Diffuse bronchial breath sounds , no wheezes .	None
7. Zanaflex 8 mg q.4 h. 	None
10. Lipitor 10 mg q.p.m.	None
11. Ativan 2 mg p.r.n.	None
12. Protonix 20 mg p.o. b.i.d.	None
14. Albuterol nebulizer q.03-14 h. p.r.n.	None
The patient was maintained on IV Solu - Medrol 60 mg q. 8 h.	None
The patient was maintained on PPI for reflux disease and known gastritis .	None
1. problem , diagnosed in 2018-03-21 , status post treatment at st. margaret's center for women & infants in 03/2006 .	TrAP
patient recorded as having no problem to treatment	TrCP
problem1 with problem2 .	PIP
of note , he was hospitalized at dana-farber cancer institute from 9/25-10/6 with problem , at which time he reportedly had test , an echocardiogram and a pharmacological stress test performed .	TeCP
3) problem : test improved from 2.1 to 1.3 at time of discharge .	TeCP
2) test ( 06-14 ): new bibasilar consolidations are demonstrated accompanied by problem .	TeRP
